Row ID,Issue shape,Persona,Expected value (ground truth),Round1 reply,Round2 reply,Round3 reply,Resolution round,Final workflow status
R024484,vague-freetext,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Yes, compliant.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R024489,vague-freetext,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R024490,stale,slow-partial,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,2,Closed
R024494,placeholder,slow-partial,Supplier declaration and material declaration,tbc,Supplier declaration and material declaration,,2,Closed
R024496,stale,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R024497,vague-freetext,slow-partial,Supplier declaration and laboratory analysis,"Yes, compliant.",Supplier declaration and laboratory analysis,,2,Closed
R024498,blank,slow-partial,Listed,"Working on gathering this, will confirm shortly.",Listed,,2,Closed
R024501,blank,slow-partial,Complaint,"Working on gathering this, will confirm shortly.",Complaint,,2,Closed
R024502,wrong-option,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R024504,stale,slow-partial,Not Compliant,Not Compliant,Not Compliant,,2,Closed
R024506,wrong-option,slow-partial,Laboratory analysis,Unknown / not specified,Laboratory analysis,,2,Closed
R024509,wrong-format,slow-partial,Supplier declaration and material declaration,"yes, see attachment",Supplier declaration and material declaration,,2,Closed
R024510,stale,slow-partial,Complaint,Complaint,Complaint,,2,Closed
R024513,vague-freetext,slow-partial,Not Listed,"Yes, compliant.",Not Listed,,2,Closed
R024524,wrong-option,slow-partial,Material declaration,Unknown / not specified,Material declaration,,2,Closed
R024526,wrong-option,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R024527,stale,slow-partial,Supplier declaration,Supplier declaration,Supplier declaration,,2,Closed
R024530,vague-freetext,slow-partial,"Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.",,2,Closed
R024541,vague-freetext,slow-partial,Yes,"Yes, compliant.",Yes,,2,Closed
R024544,vague-freetext,slow-partial,Not Affected,"Yes, compliant.",Not Affected,,2,Closed
R024550,placeholder,slow-partial,Yes,TBD,Yes,,2,Closed
R024553,wrong-format,slow-partial,Not Compliant,"yes, see attachment",Not Compliant,,2,Closed
R024557,vague-freetext,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R024561,stale,slow-partial,See attached documentation,See attached documentation,See attached documentation,,2,Closed
R024577,wrong-format,slow-partial,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",123,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",,2,Closed
R024578,stale,slow-partial,Laboratory analysis,Laboratory analysis,Laboratory analysis,,2,Closed
R024579,placeholder,slow-partial,Not Listed,pending,Not Listed,,2,Closed
R024581,stale,slow-partial,Material declaration,Material declaration,Material declaration,,2,Closed
R024582,wrong-format,slow-partial,Yes,"yes, see attachment",Yes,,2,Closed
R024583,blank,slow-partial,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",,2,Closed
R024587,placeholder,slow-partial,Laboratory analysis,pending,Laboratory analysis,,2,Closed
R024589,placeholder,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",pending,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024590,stale,slow-partial,Laboratory analysis,Laboratory analysis,Laboratory analysis,,2,Closed
R024592,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024593,wrong-format,slow-partial,Presumption (without evidence),"yes, see attachment",Presumption (without evidence),,2,Closed
R024594,wrong-option,slow-partial,Exempt,Unknown / not specified,Exempt,,2,Closed
R024596,blank,slow-partial,Supplier declaration and laboratory analysis,"Working on gathering this, will confirm shortly.",Supplier declaration and laboratory analysis,,2,Closed
R024604,wrong-option,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024606,wrong-format,slow-partial,Complaint,"yes, see attachment",Complaint,,2,Closed
R024608,placeholder,slow-partial,Laboratory analysis,TBD,Laboratory analysis,,2,Closed
R024609,wrong-option,slow-partial,Not Compliant,Unknown / not specified,Not Compliant,,2,Closed
R024611,wrong-option,slow-partial,Supplier declaration,Unknown / not specified,Supplier declaration,,2,Closed
R024613,wrong-format,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",123,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024617,blank,slow-partial,Supplier declaration,"Working on gathering this, will confirm shortly.",Supplier declaration,,2,Closed
R024620,wrong-option,slow-partial,Presumption (without evidence),Unknown / not specified,Presumption (without evidence),,2,Closed
R024622,blank,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024625,wrong-format,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",123,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024633,placeholder,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",pending,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R024634,stale,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R024640,blank,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R024641,wrong-format,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",123,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R024642,vague-freetext,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Yes, compliant.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R024643,stale,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R024649,placeholder,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",TBD,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R024652,blank,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R024654,wrong-format,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",123,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R024655,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R024664,wrong-option,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R024666,vague-freetext,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Yes, compliant.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R024674,wrong-format,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",123,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R024675,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R024676,stale,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R024686,wrong-option,slow-partial,All substances manufactured/sourced from within the EU,Unknown / not specified,All substances manufactured/sourced from within the EU,,2,Closed
R024689,vague-freetext,slow-partial,Complaint,"Yes, compliant.",Complaint,,2,Closed
R024692,wrong-option,slow-partial,Not Listed,Unknown / not specified,Not Listed,,2,Closed
R024698,vague-freetext,slow-partial,Not Compliant,"Yes, compliant.",Not Compliant,,2,Closed
R024701,vague-freetext,slow-partial,Complaint,"Yes, compliant.",Complaint,,2,Closed
R024703,placeholder,slow-partial,Material declaration and laboratory ananlysis,N/A,Material declaration and laboratory ananlysis,,2,Closed
R024704,vague-freetext,slow-partial,Complaint,"Yes, compliant.",Complaint,,2,Closed
R024706,wrong-option,slow-partial,Material declaration,Unknown / not specified,Material declaration,,2,Closed
R024710,wrong-option,slow-partial,Complaint,Unknown / not specified,Complaint,,2,Closed
R024718,placeholder,slow-partial,Material declaration,TBD,Material declaration,,2,Closed
R024720,placeholder,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",pending,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R024721,stale,slow-partial,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,2,Closed
R024723,wrong-option,slow-partial,Complaint,Unknown / not specified,Complaint,,2,Closed
R024724,blank,slow-partial,"Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.",,2,Closed
R024729,blank,slow-partial,Yes,"Working on gathering this, will confirm shortly.",Yes,,2,Closed
R024732,vague-freetext,slow-partial,Yes,"Yes, compliant.",Yes,,2,Closed
R024737,placeholder,slow-partial,Supplier declaration,pending,Supplier declaration,,2,Closed
R024746,placeholder,slow-partial,Laboratory analysis,N/A,Laboratory analysis,,2,Closed
R024748,stale,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R024749,wrong-option,slow-partial,Presumption (without evidence),Unknown / not specified,Presumption (without evidence),,2,Closed
R024752,stale,slow-partial,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,2,Closed
R024757,vague-freetext,slow-partial,Intentionally added,"Yes, compliant.",Intentionally added,,2,Closed
R024760,placeholder,slow-partial,Presumption (without evidence),tbc,Presumption (without evidence),,2,Closed
R024763,blank,slow-partial,Supplier declaration and material declaration,"Working on gathering this, will confirm shortly.",Supplier declaration and material declaration,,2,Closed
R024766,stale,slow-partial,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,2,Closed
R024767,vague-freetext,slow-partial,Complaint,"Yes, compliant.",Complaint,,2,Closed
R024773,wrong-format,slow-partial,Listed,"yes, see attachment",Listed,,2,Closed
R024786,wrong-format,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",123,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024792,stale,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024797,vague-freetext,slow-partial,Complaint,"Yes, compliant.",Complaint,,2,Closed
R024798,stale,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024799,placeholder,slow-partial,Material declaration,TBD,Material declaration,,2,Closed
R024800,vague-freetext,slow-partial,Not Compliant,"Yes, compliant.",Not Compliant,,2,Closed
R024805,placeholder,slow-partial,Supplier declaration,N/A,Supplier declaration,,2,Closed
R024808,wrong-option,slow-partial,Laboratory analysis,Unknown / not specified,Laboratory analysis,,2,Closed
R024811,wrong-format,slow-partial,Presumption (without evidence),"yes, see attachment",Presumption (without evidence),,2,Closed
R024813,wrong-option,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024815,wrong-format,slow-partial,Exempt,"yes, see attachment",Exempt,,2,Closed
R024819,stale,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R024820,wrong-option,slow-partial,Presumption (without evidence),Unknown / not specified,Presumption (without evidence),,2,Closed
R024826,blank,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R024828,blank,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R024830,wrong-format,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",123,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R024834,wrong-option,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R024842,blank,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R024844,wrong-option,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R024846,placeholder,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",tbc,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R024850,wrong-format,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",123,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R024851,wrong-option,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R024856,stale,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R024857,placeholder,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.",TBD,"Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R024859,wrong-option,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R024866,blank,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R024872,blank,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R024874,stale,slow-partial,See attached documentation,See attached documentation,See attached documentation,,2,Closed
R024882,wrong-format,slow-partial,See attached documentation,123,See attached documentation,,2,Closed
R024887,stale,slow-partial,See attached documentation,See attached documentation,See attached documentation,,2,Closed
R024888,wrong-format,slow-partial,procurement context,"yes, see attachment",procurement context,,2,Closed
R024892,wrong-option,slow-partial,ISO country list,Unknown / not specified,ISO country list,,2,Closed
R024894,blank,slow-partial,ISO 50001 - Energy Management / IATF 16949 - Automotive Quality Management Standard,"Working on gathering this, will confirm shortly.",ISO 50001 - Energy Management / IATF 16949 - Automotive Quality Management Standard,,2,Closed
R024902,wrong-option,non-responsive,Exempt,,,,unresolved,Escalation
R024904,wrong-option,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R024908,blank,non-responsive,Laboratory analysis,,,,unresolved,Escalation
R024909,stale,non-responsive,Not Listed,,,,unresolved,Escalation
R024912,stale,non-responsive,Not Compliant,,,,unresolved,Escalation
R024913,stale,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R024917,placeholder,non-responsive,Supplier declaration and material declaration,,,,unresolved,Escalation
R024921,blank,non-responsive,Complaint,,,,unresolved,Escalation
R024923,blank,non-responsive,Supplier declaration and material declaration,,,,unresolved,Escalation
R024926,wrong-format,non-responsive,Presumption (without evidence),,,,unresolved,Escalation
R024927,vague-freetext,non-responsive,Complaint,,,,unresolved,Escalation
R024928,stale,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R024931,vague-freetext,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R024932,stale,non-responsive,Supplier declaration,,,,unresolved,Escalation
R024941,vague-freetext,non-responsive,"Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.",,,,unresolved,Escalation
R024942,wrong-format,non-responsive,Supplier declaration,,,,unresolved,Escalation
R024944,wrong-option,non-responsive,"Confirmed per supplier declaration for please list all included phthalates except those which are mentioned in annex xvii reach (entry 51) with their cas numbers and concentrations:, evidence on file.",,,,unresolved,Escalation
R024945,placeholder,non-responsive,Supplier declaration,,,,unresolved,Escalation
R024959,wrong-option,non-responsive,"Confirmed per supplier declaration for if yes, which particle size?
please list the particle size of the nano substance:, evidence on file.",,,,unresolved,Escalation
R024962,wrong-option,non-responsive,"Confirmed per supplier declaration for if it is a biocidal product in which country has this product been registered or authorized for which product type?
list of registered countries and product type:, evidence on file.",,,,unresolved,Escalation
R024965,blank,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R024969,placeholder,non-responsive,Supplier declaration and laboratory analysis,,,,unresolved,Escalation
R024970,placeholder,non-responsive,Complaint,,,,unresolved,Escalation
R024971,vague-freetext,non-responsive,"Minerals, which are subject under the term ""responsible sourcing"", are not intentionally (e.g., impurities) added",,,,unresolved,Escalation
R024972,blank,non-responsive,See attached documentation,,,,unresolved,Escalation
R024975,stale,non-responsive,This product does not contain any GADSL listet substances,,,,unresolved,Escalation
R024978,stale,non-responsive,Not Compliant,,,,unresolved,Escalation
R024981,wrong-option,non-responsive,No,,,,unresolved,Escalation
R024990,placeholder,non-responsive,Listed,,,,unresolved,Escalation
R024994,wrong-option,non-responsive,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",,,,unresolved,Escalation
R024998,wrong-option,non-responsive,Supplier declaration,,,,unresolved,Escalation
R024999,wrong-format,non-responsive,Exempt,,,,unresolved,Escalation
R025004,vague-freetext,non-responsive,Supplier declaration,,,,unresolved,Escalation
R025005,wrong-format,non-responsive,Complaint,,,,unresolved,Escalation
R025007,stale,non-responsive,Material declaration and laboratory ananlysis,,,,unresolved,Escalation
R025010,blank,non-responsive,Presumption (without evidence),,,,unresolved,Escalation
R025015,wrong-option,non-responsive,"Confirmed per supplier declaration for substance, evidence on file.",,,,unresolved,Escalation
R025016,vague-freetext,non-responsive,Material declaration and laboratory ananlysis,,,,unresolved,Escalation
R025017,vague-freetext,non-responsive,Not Compliant,,,,unresolved,Escalation
R025019,wrong-option,non-responsive,Supplier declaration and material declaration,,,,unresolved,Escalation
R025025,placeholder,non-responsive,Presumption (without evidence),,,,unresolved,Escalation
R025028,wrong-format,non-responsive,Laboratory analysis,,,,unresolved,Escalation
R025033,wrong-option,non-responsive,"Confirmed per supplier declaration for substance, evidence on file.",,,,unresolved,Escalation
R025037,wrong-option,non-responsive,Supplier declaration and laboratory analysis,,,,unresolved,Escalation
R025043,stale,non-responsive,"Confirmed per supplier declaration for cas no. , evidence on file.",,,,unresolved,Escalation
R025050,blank,non-responsive,"Confirmed per supplier declaration for substance name, evidence on file.",,,,unresolved,Escalation
R025052,placeholder,non-responsive,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,,unresolved,Escalation
R025055,placeholder,non-responsive,"Confirmed per supplier declaration for cas no. , evidence on file.",,,,unresolved,Escalation
R025061,wrong-option,non-responsive,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,,unresolved,Escalation
R025062,wrong-format,non-responsive,"Confirmed per supplier declaration for substance name, evidence on file.",,,,unresolved,Escalation
R025064,placeholder,non-responsive,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,,unresolved,Escalation
R025065,wrong-format,non-responsive,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,,unresolved,Escalation
R025067,blank,non-responsive,"Confirmed per supplier declaration for cas no. , evidence on file.",,,,unresolved,Escalation
R025068,placeholder,non-responsive,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,,unresolved,Escalation
R025069,wrong-option,non-responsive,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,,unresolved,Escalation
R025070,wrong-option,non-responsive,"Confirmed per supplier declaration for substance name, evidence on file.",,,,unresolved,Escalation
R025073,placeholder,non-responsive,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,,unresolved,Escalation
R025075,wrong-format,non-responsive,"Confirmed per supplier declaration for cas no. , evidence on file.",,,,unresolved,Escalation
R025076,vague-freetext,non-responsive,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,,unresolved,Escalation
R025077,vague-freetext,non-responsive,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,,unresolved,Escalation
R025080,wrong-format,non-responsive,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,,,unresolved,Escalation
R025081,placeholder,non-responsive,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,,unresolved,Escalation
R025085,stale,non-responsive,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,,unresolved,Escalation
R025087,stale,non-responsive,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,,unresolved,Escalation
R025093,vague-freetext,non-responsive,Polymer,,,,unresolved,Escalation
R025095,wrong-option,non-responsive,Supplier declaration,,,,unresolved,Escalation
R025097,blank,non-responsive,All substances manufactured/sourced from within the EU,,,,unresolved,Escalation
R025098,placeholder,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R025099,placeholder,non-responsive,Material declaration,,,,unresolved,Escalation
R025103,placeholder,non-responsive,Not Listed,,,,unresolved,Escalation
R025105,placeholder,non-responsive,Material declaration,,,,unresolved,Escalation
R025109,blank,non-responsive,Not Compliant,,,,unresolved,Escalation
R025112,vague-freetext,non-responsive,Not Compliant,,,,unresolved,Escalation
R025113,wrong-option,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R025115,wrong-format,non-responsive,Not Compliant,,,,unresolved,Escalation
R025116,placeholder,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R025120,vague-freetext,non-responsive,Laboratory analysis,,,,unresolved,Escalation
R025121,wrong-format,non-responsive,Complaint,,,,unresolved,Escalation
R025122,vague-freetext,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R025124,wrong-option,non-responsive,Not Compliant,,,,unresolved,Escalation
R025125,wrong-format,non-responsive,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,,unresolved,Escalation
R025126,vague-freetext,non-responsive,Material declaration,,,,unresolved,Escalation
